favorite_count,source,text,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str
0,TweetDeck,We encourage customers to apply now because funds for this heating season are limited. Eligibility for Energy Assis… https://t.co/GXcHdnnw9F,alliantenergy,False,Mon Nov 04 14:45:12 +0000 2019,0,1191365784704094208
0,TweetDeck,"@SterlingHolobyt @PSCWisconsin July was 40% hotter than the year before, with corresponding high humidity. If you w… https://t.co/OYiCzvRXsT",SterlingHolobyt,False,Mon Aug 12 19:08:29 +0000 2019,0,1160991460851929088
0,TweetDeck,"Charge your electric vehicle at home faster with a Level 2 charging station. Plus, you can receive up to a $500 reb… https://t.co/m0KKe0OblS",,False,Tue Oct 22 14:37:34 +0000 2019,0,1186652823007703040
0,TweetDeck,Restoration will continue through the day Saturday. Another round of predicted storms could complicate this situati… https://t.co/g1PBOfvc4T,alliantenergy,False,Sat Jul 20 12:41:54 +0000 2019,0,1152559254949236741
0,TweetDeck,"Thank you to our first responders, who put their lives on the line for their community! #PoweringBeyond #EnergyforGood 2/2",alliantenergy,False,Wed Oct 02 15:52:37 +0000 2019,0,1179423950532726784
2,TweetDeck,We’re state certified! Wisconsin Gov. Tony Evers announced Thursday that our 520-acre Beaver Dam Commerce Park is n… https://t.co/tdWxHVvxc9,,False,Fri Aug 30 14:21:48 +0000 2019,0,1167442296452911104
0,TweetDeck,Our furnaces have been working overtime this heating season. Make sure your family is protected with carbon monoxid… https://t.co/Dov5QkrY4B,,False,Wed Feb 20 15:01:17 +0000 2019,0,1098236150035169280
0,Twitter for iPhone,@tylerolson those are rough estimates. Let me check deeper.,tylerolson,False,Fri Dec 21 01:13:52 +0000 2012,0,281930452628025344
0,TweetDeck,"Come find us at these career fairs.  

9/11 – UW Whitewater, 
9/12 – UW Milwaukee
9/16 – 9/19 – UW Madison
9/17 Nor… https://t.co/Ew4x2siVAS",,False,Mon Sep 09 19:09:16 +0000 2019,0,1171138518149734400
0,TweetDeck,Is your furnace not pumping out warm air the way it used to?  Changing your furnace filter might fix the problem.… https://t.co/ZLsi2xmjGx,,False,Mon Jan 07 19:26:44 +0000 2019,1,1082357889367449601
0,TweetDeck,"“I think the thing that makes working in energy unique is that energy affects all of us,” she said. “Almost everyon… https://t.co/Cs0rfHvngv",alliantenergy,False,Thu Oct 17 13:44:21 +0000 2019,0,1184827490210078720
0,TweetDeck,We don't operate like this! If you get a high-pressure call demanding immediate payment through a cash card or othe… https://t.co/qntmyC3nIz,,False,Tue Jan 29 19:27:09 +0000 2019,0,1090330525087207424
0,TweetDeck,"We are proud to help these students who are #PoweringBeyond in science, technology, engineering and math. https://t.co/nvSp7ppjSB",,False,Fri May 17 21:03:49 +0000 2019,0,1129492744425168896
1,Twitter for iPhone,"@marie_lohr2 Marie, have you called 1-800-Alliant to report it?",marie_lohr2,False,Wed Oct 31 19:44:22 +0000 2018,0,1057719951279226882
1,Twitter for Android,"@Zach__Pfeifer @MidAm_EnergyCo Zach, there is extensive damage after the storm. Crews are working as fast is safely… https://t.co/Nxa9fSgzmQ",Zach__Pfeifer,False,Wed Jul 12 12:01:32 +0000 2017,0,885106852639510528
0,Twitter for iPhone,"@PitchersHit8th nick, have you called 1-800-Alliant? If you have, please call again. Otherwise it might not be on our side of the meter.",PitchersHit8th,False,Mon Oct 12 04:31:31 +0000 2015,0,653427755598528512
0,TweetDeck,Don’t get dinged by the heat. Raise the thermostat above 78 while you’re away. It takes less energy to cool your ho… https://t.co/bW5LIemqQJ,,False,Fri Jul 19 15:23:11 +0000 2019,0,1152237456500101121
0,TweetDeck,@Astott I'd like to have someone follow up with you. Please DM the address associated with the account and your phone number?,Astott,False,Mon Jun 17 16:13:14 +0000 2019,0,1140653640757252097
1,TweetDeck,"Nicely done, folks! #energyefficiency #poweringbeyond https://t.co/ARC3KL4xMC",,False,Fri May 24 14:53:17 +0000 2019,0,1131936211180957698
0,TweetDeck,"Keep using that #EnergyforGood, @fouroakstoday! https://t.co/XuAQwpFZ4C",,False,Thu Jan 10 22:54:59 +0000 2019,0,1083497458263568384
1,TweetDeck,OutReach's Magic Festival: A PRIDE Celebration was a great success yesterday in Madison. We're so glad we could par… https://t.co/ePDcjjPPuQ,,False,Mon Aug 19 16:15:53 +0000 2019,0,1163484740005089282
0,TweetDeck,#Didyouknow a wood-burning fireplace is an inefficient way to heat a home? Only a small percentage of heated air fr… https://t.co/j6nFmIjVXd,,False,Fri Feb 15 15:27:25 +0000 2019,1,1096430791125536768
0,TweetDeck,"Recycle an old, working fridge or freezer and get a rebate. We’ll pick it up and haul it away for free! Learn more… https://t.co/FC2i01rWAd",,False,Wed Aug 28 14:24:42 +0000 2019,0,1166718250425737216
1,TweetDeck,"A tip of the hard hat to Creston Customer Service Mechanic Danny Gutschenritter. Earlier his month, he came home fr… https://t.co/Nzyj0AkRV9",,False,Wed Oct 23 19:28:19 +0000 2019,0,1187088381131530240
3,TweetDeck,"Our operation centers in Spirit Lake, Storm Lake, Mason City and Ames, along with the Whispering Willow and Frankli… https://t.co/BakXnGvYbX",,False,Wed Dec 26 18:16:48 +0000 2018,0,1077991634145607680
0,TweetDeck,"If your house is flooded, call Alliant Energy before going in. Stay safe make sure  electricity and gas are both off http://t.co/AcLf5ANg1W",,False,Wed Apr 17 21:24:17 +0000 2013,0,324634442457034753
0,TweetDeck,"Then he ran back to help the woman still trapped inside. Once he got them a safe distance away, he went back to the… https://t.co/K2g6hs2Ifo",alliantenergy,False,Wed Oct 23 19:29:42 +0000 2019,0,1187088729992654848
2,TweetDeck,We’re lighting our Tower in Cedar Rapids tonight to celebrate Halloween with all the ghouls and goblins. Please obs… https://t.co/EcsVLVFffx,,False,Thu Oct 31 16:10:53 +0000 2019,0,1189937796896743425
9,TweetDeck,"Sustainability is at our core. Today, we’re proud to announce two of our new wind farms have received the Envision®… https://t.co/PNGZ712N5T",,False,Tue Jul 23 18:19:06 +0000 2019,1,1153731276639260673
1,TweetDeck,A hired herd of goats recently wrapped up a session eating invasive plants at our Rock River energy campus near Bel… https://t.co/LXIeXxYTbC,,False,Mon Jun 03 15:44:46 +0000 2019,1,1135573045152768001
0,Twitter for iPhone,@Amanda_Radz because of the blizzard conditions many lines can't be fixed until the wind dies down. That's forecasted for the morning.,Amanda_Radz,False,Fri Dec 21 06:02:34 +0000 2012,0,282003107418882049
1,TweetDeck,"Thanks, plow drivers! Move over, slow down to let them do their crucial jobs. #wintersafety https://t.co/5U3NfJHYOI",,False,Fri Feb 22 17:19:19 +0000 2019,1,1098995664531456000
0,TweetDeck,"Ceiling fans can be an efficient way to keep cool without cranking up your air conditioning unit.

#PowerHouseTV… https://t.co/arCgPS0T6Y",,False,Fri Aug 09 15:29:26 +0000 2019,0,1159849171324678144
0,Twitter for Android,@gmanzey The best places to report outages are https://t.co/WF74OJ9A2d or 1-800-ALLIANT,nursegemrn,False,Wed Jul 06 11:23:11 +0000 2016,0,750651301948755968
1,Twitter for iPhone,"Thanks to more than 130 Alliant Energy employees who participated in this year’s Bowling for Kid's Sake event, we r… https://t.co/LZrW1nh3tO",,False,Fri Mar 01 18:17:01 +0000 2019,0,1101546900476567552
0,TweetDeck,"@sciandmathguy Hi, Brian. If you send us a direct message with your address and phone number, we'll have someone follow up with you.",sciandmathguy,False,Wed Aug 07 18:28:37 +0000 2019,0,1159169492066459650
0,TweetDeck,"Iowa State, UW-Madison and Southern Illinois University – 9/24 
University of Iowa – 9/25-26 
UW-Milwaukee – 9/27… https://t.co/iOdF5h7gEo",alliantenergy,False,Tue Sep 17 14:56:16 +0000 2019,0,1173973953574047746
1,TweetDeck,"Pumpkin pie, green beans, milk, fresh fruits &amp; veggies - we’re halfway to a Thanksgiving meal! We were thankful to… https://t.co/bh7SWny3PZ",,False,Thu Nov 14 15:07:44 +0000 2019,0,1194995335099277313
0,TweetDeck,"@tk8289 Theresa, We had a mechanical issue with a piece of power line last night. We got power back around 1 a.m.",tk8289,False,Wed May 01 14:43:35 +0000 2013,0,329607035534581765
1,TweetDeck,"SAFETY FIRST: When you pass emergency vehicles &amp; service vehicles, like utility trucks,, safely move over into the… https://t.co/fMjGWEk3sY",,False,Wed Jul 17 14:12:31 +0000 2019,2,1151494895259004935
1,TweetDeck,"Today, we announced our Powering What’s Next plan to accelerate the transition to cleaner energy for customers. The… https://t.co/OXBJbLvKcw",,False,Thu Oct 31 20:36:48 +0000 2019,0,1190004716576661504
1,TweetDeck,"A shout out to our employee who stepped in and adopted the cat. #EnergyforGood  
https://t.co/uQRolj5pL5 https://t.co/8yEj4Zd2H1",,False,Fri Jun 14 16:00:59 +0000 2019,0,1139563393482928128
3,TweetDeck,"We’re also helping them reach their goal of fixing 100 homes in 2019. To learn how you can volunteer, go to… https://t.co/zHbqHLaKjM",,False,Thu Apr 25 15:26:40 +0000 2019,1,1121435363816411136
2,TweetDeck,Get behind the wheel of alternative fuel and electric vehicles during our Transportation &amp; Innovation Expo ride and… https://t.co/PBcSBGRwuZ,,False,Tue Apr 23 15:05:31 +0000 2019,1,1120705263542181888
0,TweetDeck,Are you looking for a great place to start your engineering career? We are accepting applications from new grads to… https://t.co/Estx37e6w0,,False,Wed Feb 06 15:14:52 +0000 2019,1,1093166139079880706
0,Twitter for iPhone,@todd_l_thomas near Kalona our crews had to replace a pole. The pole's location and the traveling conditions all factored in.,_toddlthomas,False,Mon Jan 28 01:48:23 +0000 2013,0,295709877563711488
0,TweetDeck,"Alliant Energy now has state-specific twitter feeds. Check out @AlliantEnergyIA, @AlliantEnergyWI, and @AlliantEnergyWI for updates.",,False,Thu Jun 06 16:52:24 +0000 2013,1,342685416429858818
1,TweetDeck,"Our employees spent the day working inside a Habitat for Humanity home in Marion, Iowa. They put some of the finish… https://t.co/pamVaXW53V",,False,Mon Jan 28 17:40:19 +0000 2019,0,1089941251326205952
0,TweetDeck,"3/4 FDL, cont: In some cases, our system is working, but customers with water in basements must first have electric… https://t.co/AyP5rxNqdW",alliantenergy,False,Fri Mar 15 23:58:01 +0000 2019,0,1106706146184843264
24,TweetDeck,18 seconds. That’s all the time it takes for our English Farms Wind Farm to produce the amount of energy a home nee… https://t.co/6kZU8UXYDy,,False,Mon Aug 12 18:01:25 +0000 2019,7,1160974583874412551
1,TweetDeck,"Happy 100th birthday, Junior Achievement! JA has helped young people w. entrepreneurship skills, career readiness &amp;… https://t.co/k1fwDIgYxD",,False,Mon Mar 04 16:30:38 +0000 2019,0,1102607292116201473
0,TweetDeck,There’s no better time to test drive an electric vehicle (EV) than National Drive Electric Week – September 14 to 2… https://t.co/yIBEWTEjZu,,False,Fri Sep 13 13:54:00 +0000 2019,0,1172508733622116352
4,TweetDeck,"In Iowa, the wind industry overall has directly created nearly 10,000 jobs.

To learn more about our wind farms, vi… https://t.co/9CGU3An3I2",alliantenergy,False,Thu Aug 15 14:44:31 +0000 2019,0,1162012197326921728
1,TweetDeck,"We're so happy to support your worthwhile efforts, @science_a_thon! #PoweringBeyond #EnergyforGood https://t.co/XgKVup1Ncq",,False,Mon Aug 19 13:40:48 +0000 2019,3,1163445713650499585
1,TweetDeck,"Thanks for the shout out, @HPGMilwaukee! Muchas gracias por todo. https://t.co/yZVI6bsDyG",,False,Tue Apr 30 15:54:21 +0000 2019,0,1123254268134395904
0,TweetDeck,"Plus, you can experience driving electric during the Ride and Drive event until 1 p.m. Get event details:  https://t.co/oEFg6kmwOk 2/2",alliantenergy,False,Wed Sep 25 16:53:07 +0000 2019,0,1176902462005026817
2,TweetDeck,"Keep using that #EnergyforGood, @JohnsonCountyIA! https://t.co/NEgZwDnaqi",,False,Wed May 15 13:49:12 +0000 2019,0,1128658594071760896
0,TweetDeck,"For the second year in a row, we've received a perfect score on the Corporate Equality Index. The index measures  c… https://t.co/7S473xBkPS",,False,Thu Mar 28 18:07:27 +0000 2019,0,1111328965929635841
1,TweetDeck,"In Iowa and Wisconsin, 10% of people face food insecurity.  Through our Drive Out Hunger event, we support the orga… https://t.co/MpZYS6yywh",,False,Thu Nov 07 15:18:53 +0000 2019,0,1192461426125877250
0,TweetDeck,It’s National Energy Efficiency Day!  It’s the perfect time to start saving energy with our rebates for energy-effi… https://t.co/K1Llfoz8tZ,,False,Wed Oct 02 18:19:40 +0000 2019,0,1179460960089710593
0,TweetDeck,"A campaign for North Central Iowa fire departments got a $10,000 boost from Alliant Energy. Our gift will help purc… https://t.co/zf6HWp1zid",,False,Thu Nov 14 19:44:38 +0000 2019,0,1195065018196332546
0,TweetDeck,"If your basement is unheated, install blanket insulation in between exposed floor joists. #EnergyTips #PowerHouseTV https://t.co/NQMcwYoDYv",,False,Fri Oct 25 13:25:12 +0000 2019,1,1187721774949195776
0,TweetDeck,You're welcome! RT @glassridges: .@alliantenergy Thank you to the  Alliant First Responders who braved the weather ~ my power is back on!,,False,Thu Dec 20 22:11:42 +0000 2012,0,281884608751083521
1,TweetDeck,"Sun-control window films are designed to cut heat transmission through a window pane.
#PowerHouseTV… https://t.co/fKztaL2KqJ",,False,Sat Aug 31 14:00:00 +0000 2019,1,1167799199871700993
0,TweetDeck,"Chris owes his work ethic to his parents, both from farm families of 14. “They had to work hard to get where they a… https://t.co/qynSS2lCEN",alliantenergy,False,Tue Oct 15 17:48:34 +0000 2019,0,1184164175230263298
0,TweetDeck,"@Jacobhbartels Jake, in that instance we would just need 1234.",Jacobartels,False,Wed Jun 26 21:48:17 +0000 2019,0,1143999446780239872
0,TweetDeck,@coolbeanziowa Thank you for contacting us. Please call our Web Support at 1-888-803-0379. They are available 24/7.… https://t.co/UoV0YC8FDz,mzbeanz2u,False,Thu Apr 18 20:50:42 +0000 2019,0,1118980193677344768
1,TweetDeck,"Watch for children, particularly in the morning or and when school lets out in the afternoon. Be alert as you back… https://t.co/d0Jd8uGVuY",alliantenergy,False,Tue Sep 03 13:46:26 +0000 2019,0,1168882948139081728
1,TweetDeck,Iowa State University and the University of Wisconsin-Madison have teams competing! #innovation #WindPower https://t.co/KLqnRxVrKt,,False,Wed May 08 20:36:40 +0000 2019,0,1126224417934254081
0,TweetDeck,Some homes may have storm damage and need an electrician to make repairs.  Please read this page on our website: https://t.co/mgZR6fDRak,,False,Mon Jul 22 01:46:37 +0000 2019,0,1153119121271402496
2,TweetDeck,"We recently received the 2018 Tree Line USA award, recognizing us for the high standards we follow to protect trees… https://t.co/09BfOkwhLe",,False,Mon May 06 14:34:05 +0000 2019,0,1125408397908697088
1,TweetDeck,We want to thank our customers for their patience as we’ve been working to restore electricity. We’re making progre… https://t.co/BegWbRdzwu,,False,Mon Jul 22 01:44:47 +0000 2019,0,1153118662368354304
2,TweetDeck,It’s Career Fair season! We’re looking for interns of different majors who are ready to take on real projects that… https://t.co/w3cSG1ql2q,,False,Tue Sep 17 14:54:08 +0000 2019,1,1173973416526995456
0,TweetDeck,"We are hiring an electrical engineer to work with our Transmission Planning team in Cedar Rapids, IA, or Madison, W… https://t.co/E2ZjLV45KZ",,False,Fri Jan 11 18:01:59 +0000 2019,0,1083786110843662338
0,TweetDeck,Space heaters can save money only if you restrict them to heating a small area and turn down your central heating s… https://t.co/moqKDlaJTk,alliantenergy,False,Mon Oct 28 14:58:34 +0000 2019,0,1188832432633462786
0,TweetDeck,“Everyone here has given me opportunities to push my thinking to learn more than I thought was possible from the ut… https://t.co/RmvKvE7JjP,,False,Wed Jul 31 15:30:15 +0000 2019,1,1156587887699333120
0,TweetDeck,"An energy-efficient air conditioner (AC) can reduce your energy use by up to 30% per year. Iowa customers, you can… https://t.co/rLwaNUAbDL",,False,Fri Aug 02 14:34:14 +0000 2019,0,1157298567830261760
2,TweetDeck,Did you know? There are more than 2 million miles of energy pipelines in the U. S. Pipeline owners and operators sh… https://t.co/DeK96mGHWG,,False,Wed Sep 04 14:26:03 +0000 2019,0,1169255306746060801
1,TweetDeck,"Carbon monoxide is an odorless, silent killer. Your best defense is installing carbon monoxide detectors on every l… https://t.co/AAzYo8fmEF",,False,Tue Nov 12 15:08:18 +0000 2019,2,1194270702129623040
2,TweetDeck,"Find out how to read the LED light bulb label so you're making the best choice. 

#PowerHouseTV #LED #lightbulbs https://t.co/1XGDbATvQT",,False,Fri Nov 01 13:54:24 +0000 2019,1,1190265836692488193
0,TweetDeck,"@jmarsh77 We are working on it now, Hope to have an estimate on restoration coming shortly. - Justin",jmarsh77,False,Sat Jan 17 00:05:36 +0000 2015,0,556240887492403200
1,TweetDeck,Taking photos or videos on train tracks could change your life forever - don't do it. This week Alliant Energy Tran… https://t.co/HlGrynpkGR,,False,Mon Sep 23 21:00:00 +0000 2019,0,1176239817589428226
0,TweetDeck,@matthacker We have crews working to find the cause right now.,matthacker,False,Thu Jan 10 22:24:16 +0000 2013,0,289497914630369281
1,TweetDeck,"@MGEMadison Thanks, the Midwest is a great place to be, as you know full well!",MGEMadison,False,Fri Apr 12 14:59:20 +0000 2013,0,322725628472352768
0,TweetDeck,"Heating season is approaching. Remember to clean or replace your filters. 

#EnergyTips #PowerHouseTV https://t.co/mw7ma7wF9a",,False,Fri Oct 04 13:57:30 +0000 2019,1,1180119756529160193
0,TweetDeck,“The past two years working full-time for @alliantenergy have been more than I could have asked for in a first job… https://t.co/V9fpnG2JD4,alliantenergy,False,Mon Oct 14 19:02:17 +0000 2019,1,1183820338183966720
4,TweetDeck,We're proud to support the @IowaGames! #EnergyforGood #PoweringBeyond https://t.co/9gXWURL8wv,,False,Fri Jan 18 16:11:24 +0000 2019,0,1086294999308926977
1,TweetDeck,"We appreciate what these nonprofits do to benefit our communities, @LeadershipIowa! #EnergyforGood https://t.co/DZIvra5PCd",,False,Wed Jun 26 18:11:01 +0000 2019,0,1143944771494457345
1,TweetDeck,WEEKEND PROJECT: Take some time this weekend to look over your sump pump’s discharge pipe. Sump pumps need a lot of… https://t.co/Z1AIhED5O6,,False,Fri May 24 18:59:10 +0000 2019,1,1131998087390670849
0,TweetDeck,"@Kwill2332 Can we help you with something, Kaylon?",Kwill2332,False,Wed Aug 07 19:58:16 +0000 2019,0,1159192051528978432
0,TweetDeck,"2/2 Meanwhile, on another part of the property, a mustang &amp; miniature horse keep grasses from getting out of hand o… https://t.co/oprRdCptGK",alliantenergy,False,Mon Jun 03 15:51:45 +0000 2019,0,1135574804113842176
2,TweetDeck,"Love is in the air today as pink lights shine on our Cedar Rapids Tower for Valentine’s Day.
Tomorrow, we’ll change… https://t.co/L60i73m6Ec",,False,Thu Feb 14 14:59:56 +0000 2019,0,1096061486932389889
0,Twitter for iPhone,@DeliciousPurple we work hard to carefully trim trees near power lines and help replant new trees away from lines.,DeliciousPurple,False,Thu Dec 05 22:04:41 +0000 2013,0,408718597293219841
0,TweetDeck,We will remotely control central air conditioners for participating customers in the central and southern zone in I… https://t.co/LUTJoPRfgd,alliantenergy,False,Thu Jul 18 17:39:43 +0000 2019,0,1151909425290129408
2,TweetDeck,Eighth Grade Industry day was a great success! Students from Edison Middle School in Janesville toured our Riversid… https://t.co/Exonh3xUrM,,False,Thu Oct 24 15:50:19 +0000 2019,1,1187395905722429440
0,Falcon Social Media Management ,@vadovasart We are dealing with a transmission system rebuild so we can get power to those lines. This was a massiv… https://t.co/vA8DCnrhTl,vadovasart,False,Mon Jul 22 17:33:30 +0000 2019,0,1153357412755263488
0,TweetDeck,"This morning, employee volunteers labeled cheese during the Hunger's Hope Radiothon. Donations to Second Harvest Fo… https://t.co/nu8mfCBgEc",,False,Thu Mar 07 17:35:57 +0000 2019,0,1103710891567128582
0,TweetDeck,Katie is a summer intern with our project management team. She studies at @IowaStateU. We have 65 summer interns in… https://t.co/sBA49egnpP,alliantenergy,False,Wed Jul 31 15:30:56 +0000 2019,2,1156588061213560833
0,TweetDeck,Our Erroll B. Davis and James Underkofler awards celebrate students &amp; faculty making a difference inside and outsid… https://t.co/Kr2ad4IjeJ,,False,Tue Nov 05 15:39:41 +0000 2019,0,1191741883355193344
1,TweetDeck,"Be cool, control costs: Hotter temperatures &amp; high humidity do not have to mean discomfort. Stay cool while managin… https://t.co/VsFVvXg48J",,False,Mon Jul 15 16:01:18 +0000 2019,1,1150797495649349632
