favorite_count,source,text,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str
0,Hootsuite,RT @USMC: Helicopter crews expertly fly and test their weapon system http://t.co/sjvy6qmiBM,,False,Wed Jan 29 02:15:19 +0000 2014,0,428350612997435392
4,Hootsuite,@AARCORP has partnerships w/ community &amp; technical colleges near our MROs to recruit &amp; develop training programs -D. Kleiman #smAARtchat,AARCORP,False,Tue Aug 29 11:40:10 +0000 2017,2,902496093166022656
0,Twitter for iPhone,Previous post should read *fatally shot,,False,Mon Aug 18 14:44:34 +0000 2014,0,501379131943424003
3,Hootsuite,@AARCORP Doing #CSR Right w/ @RagsOfHonorUSA in #Chicago https://t.co/sfiYQn62Pl,AARCORP,False,Thu Jun 08 17:30:45 +0000 2017,2,872868513198878720
0,Hootsuite,"TODAY: AAR’s Pascal Parant is moderating the, “Impact of the Surplus Market on Engine MRO” presentation at 10:45 am #MROE",,False,Wed Sep 25 06:01:42 +0000 2013,0,382746714438119424
0,Twitter Web Client,"@AARCORP's @pjparant preview of #AEEUR-@pjparant to speak on 9/14 about Competition, Cooperation &amp; Diversification https://t.co/dOmYSkp5UC",AARCORP,False,Thu Aug 25 16:34:45 +0000 2016,1,768849105598582784
3,Hootsuite,"AAR was off to the races at the @SkyWestAirlines Mini Indy car race, supporting @UnitedWay. #skywestminiindy 
 http://t.co/3wZfdWubTN",,False,Tue Mar 26 15:56:42 +0000 2013,2,316579472474263554
0,Hootsuite,AAR @Storchy1 donates $350k to STEM program for inner-city youth in Miami. http://t.co/hrqSSuRe5q,,False,Fri Jun 27 15:01:08 +0000 2014,0,482539130606596097
0,Hootsuite,"We anticipate an increase in demand for heavy maintenance &amp; modification of new gen. widebodies -D. Kleiman, MRO. #smAARtchat #MROAM",,False,Mon May 04 17:35:19 +0000 2015,0,595280560039264256
0,Hootsuite,"On Dec 10, 1958, National Airlines flew the U.S. 1st domestic jet service: a Boeing 707 from Miami 2 New York’s Idlewild-now JFK #DidYouKnow",,False,Tue Dec 10 13:05:39 +0000 2013,0,410394881845383168
6,Twitter Web Client,Congratulations to AAR’s Trois Rivières team who was honored with the prestigious Champion Award from the Conseil d… https://t.co/n5INutTDN3,,False,Fri Oct 18 15:53:43 +0000 2019,1,1185222432996638720
0,Hootsuite,Attention Active Duty Military and Veterans: Come visit AAR today at the Wright Patterson Air Force Base Spring Job Fair @wrightstate!,,False,Wed Apr 10 11:31:41 +0000 2013,0,321948595081334785
0,Hootsuite,Emirates to begin #Chicago flights via @Emirates247 http://t.co/tIeGZj5gag #aviation @fly2Ohare,,False,Mon Feb 24 21:40:13 +0000 2014,0,438065856455917568
0,Hootsuite,AAR is counting down to the @DubaiAirShow! #AirshowFever,,False,Mon Nov 04 18:03:29 +0000 2013,0,397423872230051840
6,Hootsuite,"Less than one month until Pascal Parant's speaking engagement at ap&amp;m Summit on the topic, ""Growing Influence of th… https://t.co/1SMNcnOi3u",,False,Mon Apr 30 14:20:13 +0000 2018,3,990959009292214272
0,Hootsuite,RT @MROnetwork: Fuel-free plane to fly around the world! #MRONETWORK #AVMRO http://t.co/IQ1Ds7p8zw,,False,Fri Apr 11 21:11:23 +0000 2014,1,454728442991620096
